Organizational Set Name|Organizational Set Description|Org Set Type|Job in Org Set
FG-RT-10426725|Fund Group Org Set Reports to 10426725|All|UCSDH/Health Physician Group/Faculty Practice/4310085/2101
FG-RT-10426725|Fund Group Org Set Reports to 10426725|All|UCSDH/Health Physician Group/Faculty Practice/4310085/2562
FG-RT-10426725|Fund Group Org Set Reports to 10426725|All|UCSDH/Health Physician Group/Faculty Practice/4310085/2817
FG-RT-10426725|Fund Group Org Set Reports to 10426725|All|UCSDH/Health Physician Group/Faculty Practice/4310123/2799
FG-RT-10426725|Fund Group Org Set Reports to 10426725|All|UCSDH/Medical Center/Neurology/4200687/687
FG-RT-10426746|Fund Group Org Set Reports to 10426746|All|UCSDH/Medical Center/Facilities/4200363/363
FG-RT-10426800|Fund Group Org Set Reports to 10426800|All|UCSDH/Health Physician Group/Faculty Practice/4310091/2755
FG-RT-10426824|Fund Group Org Set Reports to 10426824|All|UCSDH/Health Science/Human Resources/3000219/0016
FG-RT-10426824|Fund Group Org Set Reports to 10426824|All|UCSDH/Health Science/Human Resources/3000219/008
FG-RT-10426824|Fund Group Org Set Reports to 10426824|All|UCSDH/Health Science/Human Resources/3000219/009
FG-RT-10426824|Fund Group Org Set Reports to 10426824|All|UCSDH/Health Science/Human Resources/3000219/010
FG-RT-10426824|Fund Group Org Set Reports to 10426824|All|UCSDH/Health Science/Human Resources/3000219/011
FG-RT-10426824|Fund Group Org Set Reports to 10426824|All|UCSDH/Health Science/Human Resources/3000219/012
FG-RT-10426841|Fund Group Org Set Reports to 10426841|All|UCSDH/Medical Center/Pharmacy/4200727/727
FG-RT-10426841|Fund Group Org Set Reports to 10426841|All|UCSDH/Medical Center/Pharmacy/4200729/729
FG-RT-10426940|Fund Group Org Set Reports to 10426940|All|UCSDH/Medical Center/CVC - Cardiovascular/4200240/240
FG-RT-10426940|Fund Group Org Set Reports to 10426940|All|UCSDH/Medical Center/LM - Operations Support/4200239/239
FG-RT-10426997|Fund Group Org Set Reports to 10426997|All|UCSDH/Health Physician Group/Faculty Practice/4310090/2148
FG-RT-10427056|Fund Group Org Set Reports to 10427056|All|UCSDH/Medical Center/Nursing - Psychiatry/4200620/620
FG-RT-10427097|Fund Group Org Set Reports to 10427097|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200780/780
FG-RT-10427112|Fund Group Org Set Reports to 10427112|All|UCSDH/Medical Center/Lab/4200725/725
FG-RT-10427112|Fund Group Org Set Reports to 10427112|All|UCSDH/Medical Center/Lab/4200737/737
FG-RT-10427206|Fund Group Org Set Reports to 10427206|All|UCSDH/Health Physician Group/Faculty Practice/4310181/2793
FG-RT-10427206|Fund Group Org Set Reports to 10427206|All|UCSDH/Health Science/Information Services/3000195/6106
FG-RT-10427206|Fund Group Org Set Reports to 10427206|All|UCSDH/Medical Center/Information Services/4200984/984
FG-RT-10427209|Fund Group Org Set Reports to 10427209|All|UCSDH/Medical Center/BMT/4200379/379
FG-RT-10427209|Fund Group Org Set Reports to 10427209|All|UCSDH/Medical Center/BMT/4200389/389
FG-RT-10427223|Fund Group Org Set Reports to 10427223|All|UCSDH/Health Physician Group/Faculty Practice/4310014/2593
FG-RT-10427223|Fund Group Org Set Reports to 10427223|All|UCSDH/Medical Center/EC Acute Rehab/4200686/686
FG-RT-10427223|Fund Group Org Set Reports to 10427223|All|UCSDH/Medical Center/Perioperative/4200324/324
FG-RT-10427223|Fund Group Org Set Reports to 10427223|All|UCSDH/Medical Center/Perioperative/4200702/702
FG-RT-10427223|Fund Group Org Set Reports to 10427223|All|UCSDH/Medical Center/Perioperative/4200714/714
FG-RT-10427223|Fund Group Org Set Reports to 10427223|All|UCSDH/Medical Center/Perioperative/4200795/795
FG-RT-10427247|Fund Group Org Set Reports to 10427247|All|UCSDH/Medical Center/Facilities/4200857/857
FG-RT-10427383|Fund Group Org Set Reports to 10427383|All|UCSDH/Medical Center/FNS/4200351/351
FG-RT-10427444|Fund Group Org Set Reports to 10427444|All|UCSDH/Medical Center/Care Management/4200346/346
FG-RT-10428439|Fund Group Org Set Reports to 10428439|All|UCSDH/Health Physician Group/Faculty Practice/4310016/2375
FG-RT-10430205|Fund Group Org Set Reports to 10430205|All|UCSDH/Health Physician Group/Faculty Practice/4310032/2878
FG-RT-10430205|Fund Group Org Set Reports to 10430205|All|UCSDH/Medical Center/Radiology/4200203/203
FG-RT-10430205|Fund Group Org Set Reports to 10430205|All|UCSDH/Medical Center/Radiology/4200763/763
FG-RT-10430205|Fund Group Org Set Reports to 10430205|All|UCSDH/Medical Center/Radiology/4200764/764
FG-RT-10430205|Fund Group Org Set Reports to 10430205|All|UCSDH/Medical Center/Radiology/4200774/774
FG-RT-10433315|Fund Group Org Set Reports to 10433315|All|UCSDH/Medical Center/Lab/4200723/723
FG-RT-10433770|Fund Group Org Set Reports to 10433770|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194
FG-RT-10433770|Fund Group Org Set Reports to 10433770|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200310/310
FG-RT-10433770|Fund Group Org Set Reports to 10433770|All|UCSDH/Medical Center/Oncology/4200311/311
FG-RT-10434086|Fund Group Org Set Reports to 10434086|All|UCSDH/Health Physician Group/Faculty Practice/4310095/2508
FG-RT-10434086|Fund Group Org Set Reports to 10434086|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200660/660
FG-RT-10437916|Fund Group Org Set Reports to 10437916|All|UCSDH/Health Physician Group/Faculty Practice/4310097/2883
FG-RT-10438012|Fund Group Org Set Reports to 10438012|All|UCSDH/Medical Center/EVS/4200835/835
FG-RT-10448344|Fund Group Org Set Reports to 10448344|All|UCSDH/Medical Center/General Hospital/4200995/995
FG-RT-10448344|Fund Group Org Set Reports to 10448344|All|UCSDH/Medical Center/Perioperative/4200323/323
FG-RT-10448344|Fund Group Org Set Reports to 10448344|All|UCSDH/Medical Center/Perioperative/4200717/717
FG-RT-10449981|Fund Group Org Set Reports to 10449981|All|UCSDH/Medical Center/Psychiatry/4200221/221
FG-RT-10452894|Fund Group Org Set Reports to 10452894|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10454295|Fund Group Org Set Reports to 10454295|All|UCSDH/Medical Center/Family Houses/4200256/256
FG-RT-10454295|Fund Group Org Set Reports to 10454295|All|UCSDH/Medical Center/Family Houses/4200961/961
FG-RT-10455237|Fund Group Org Set Reports to 10455237|All|UCSDH/Medical Center/Revenue Cycle/4200825/825
FG-RT-10455515|Fund Group Org Set Reports to 10455515|All|UCSDH/Health Physician Group/Faculty Practice/4310041/2523
FG-RT-10455515|Fund Group Org Set Reports to 10455515|All|UCSDH/Health Physician Group/Faculty Practice/4310041/2611
FG-RT-10455515|Fund Group Org Set Reports to 10455515|All|UCSDH/Health Physician Group/Faculty Practice/4310042/2457
FG-RT-10455515|Fund Group Org Set Reports to 10455515|All|UCSDH/Health Physician Group/Faculty Practice/4310043/2476
FG-RT-10455515|Fund Group Org Set Reports to 10455515|All|UCSDH/Health Physician Group/Faculty Practice/4310044/2450
FG-RT-10455515|Fund Group Org Set Reports to 10455515|All|UCSDH/Medical Center/CAO TBD - Outpatient Clinics/4200650/650
FG-RT-10457198|Fund Group Org Set Reports to 10457198|All|UCSDH/Medical Center/Medicine - Nephrology/4200781/781
FG-RT-10457198|Fund Group Org Set Reports to 10457198|All|UCSDH/Medical Center/Medicine - Nephrology/4200790/790
FG-RT-10459452|Fund Group Org Set Reports to 10459452|All|UCSDH/Medical Center/Emergency Management/4200492/492
FG-RT-10459452|Fund Group Org Set Reports to 10459452|All|UCSDH/Medical Center/Emergency Management/4200903/903
FG-RT-10463603|Fund Group Org Set Reports to 10463603|All|UCSDH/Medical Center/Neurology/4200740/740
FG-RT-10463603|Fund Group Org Set Reports to 10463603|All|UCSDH/Medical Center/Neurology/4200744/744
FG-RT-10463603|Fund Group Org Set Reports to 10463603|All|UCSDH/Medical Center/Neurology/4200746/746
FG-RT-10463605|Fund Group Org Set Reports to 10463605|All|UCSDH/Medical Center/Revenue Cycle/4200937/937
FG-RT-10465851|Fund Group Org Set Reports to 10465851|All|UCSDH/Medical Center/OPO-Tissue/4200747/747
FG-RT-10466606|Fund Group Org Set Reports to 10466606|All|UCSDH/Medical Center/CAO TBD - Outpatient Clinics/4200650/650
FG-RT-10466791|Fund Group Org Set Reports to 10466791|All|UCSDH/Health Physician Group/Faculty Practice/4310001/2553
FG-RT-10467323|Fund Group Org Set Reports to 10467323|All|UCSDH/Health Physician Group/Faculty Practice/4310022/2839
FG-RT-10467323|Fund Group Org Set Reports to 10467323|All|UCSDH/Health Physician Group/Faculty Practice/4310092/2846
FG-RT-10467323|Fund Group Org Set Reports to 10467323|All|UCSDH/Health Physician Group/Faculty Practice/4310113/2763
FG-RT-10468037|Fund Group Org Set Reports to 10468037|All|UCSDH/PHSO/MSO Admin/4441001/2862
FG-RT-10468037|Fund Group Org Set Reports to 10468037|All|UCSDH/PHSO/MSO Admin/4441028/2661
FG-RT-10468627|Fund Group Org Set Reports to 10468627|All|UCSDH/Medical Center/Facilities/4200861/861
FG-RT-10469806|Fund Group Org Set Reports to 10469806|All|UCSDH/Health Physician Group/Faculty Practice/4310152/2582
FG-RT-10471816|Fund Group Org Set Reports to 10471816|All|UCSDH/Health Physician Group/Faculty Practice/4310187/2864
FG-RT-10471816|Fund Group Org Set Reports to 10471816|All|UCSDH/Medical Center/Security/4200361/361
FG-RT-10471844|Fund Group Org Set Reports to 10471844|All|UCSDH/Health Physician Group/Faculty Practice/4310035/2500
FG-RT-10471844|Fund Group Org Set Reports to 10471844|All|UCSDH/Health Physician Group/Faculty Practice/4310152/2582
FG-RT-10471857|Fund Group Org Set Reports to 10471857|All|UCSDH/Medical Center/Security/4200843/843
FG-RT-10472258|Fund Group Org Set Reports to 10472258|All|UCSDH/Medical Center/Oncology/4200198/198
FG-RT-10472258|Fund Group Org Set Reports to 10472258|All|UCSDH/Medical Center/Oncology/4200283/283
FG-RT-10472258|Fund Group Org Set Reports to 10472258|All|UCSDH/Medical Center/Perioperative/4200639/639
FG-RT-10472586|Fund Group Org Set Reports to 10472586|All|UCSDH/Medical Center/EVS/4200835/835
FG-RT-10472594|Fund Group Org Set Reports to 10472594|All|UCSDH/Health Physician Group/Faculty Practice/4310022/2839
FG-RT-10472594|Fund Group Org Set Reports to 10472594|All|UCSDH/Health Physician Group/Faculty Practice/4310092/2128
FG-RT-10472594|Fund Group Org Set Reports to 10472594|All|UCSDH/Medical Center/EJ - Operations Support/4200395/395
FG-RT-10472594|Fund Group Org Set Reports to 10472594|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200314/314
FG-RT-10472594|Fund Group Org Set Reports to 10472594|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200670/670
FG-RT-10472594|Fund Group Org Set Reports to 10472594|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200780/780
FG-RT-10473774|Fund Group Org Set Reports to 10473774|All|UCSDH/Health Physician Group/Faculty Practice/4310006/2675
FG-RT-10473774|Fund Group Org Set Reports to 10473774|All|UCSDH/Health Physician Group/Faculty Practice/4310089/2724
FG-RT-10476064|Fund Group Org Set Reports to 10476064|All|UCSDH/Medical Center/Perioperative/4200628/628
FG-RT-10476064|Fund Group Org Set Reports to 10476064|All|UCSDH/Medical Center/Perioperative/4200770/770
FG-RT-10476229|Fund Group Org Set Reports to 10476229|All|UCSDH/Health Physician Group/Community Care/4310064/2881
FG-RT-10476229|Fund Group Org Set Reports to 10476229|All|UCSDH/Health Physician Group/Faculty Practice/4310015/2453
FG-RT-10476229|Fund Group Org Set Reports to 10476229|All|UCSDH/Health Physician Group/Faculty Practice/4310015/2888
FG-RT-10476229|Fund Group Org Set Reports to 10476229|All|UCSDH/Medical Center/Oncology/4200282/282
FG-RT-10476808|Fund Group Org Set Reports to 10476808|All|UCSDH/Medical Center/Compliance/4200882/882
FG-RT-10476808|Fund Group Org Set Reports to 10476808|All|UCSDH/Medical Center/Compliance/4200883/883
FG-RT-10477213|Fund Group Org Set Reports to 10477213|All|UCSDH/Health Physician Group/Faculty Practice/4310002/2113
FG-RT-10478475|Fund Group Org Set Reports to 10478475|All|UCSDH/Medical Center/Supply Chain/4200913/913
FG-RT-10479528|Fund Group Org Set Reports to 10479528|All|UCSDH/Health Physician Group/Faculty Practice/4310027/2065
FG-RT-10480588|Fund Group Org Set Reports to 10480588|All|UCSDH/Health Physician Group/Faculty Practice/4310027/2065
FG-RT-10481319|Fund Group Org Set Reports to 10481319|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10482825|Fund Group Org Set Reports to 10482825|All|UCSDH/Health Physician Group/Faculty Practice/4310027/2065
FG-RT-10484306|Fund Group Org Set Reports to 10484306|All|UCSDH/Health Physician Group/East Campus/4310027/2889
FG-RT-10484306|Fund Group Org Set Reports to 10484306|All|UCSDH/Health Physician Group/Faculty Practice/4310007/2501
FG-RT-10484306|Fund Group Org Set Reports to 10484306|All|UCSDH/Health Physician Group/Faculty Practice/4310027/2065
FG-RT-10486598|Fund Group Org Set Reports to 10486598|All|UCSDH/Health Physician Group/Faculty Practice/4310009/2554
FG-RT-10486598|Fund Group Org Set Reports to 10486598|All|UCSDH/Health Physician Group/Faculty Practice/4310121/2031
FG-RT-10487405|Fund Group Org Set Reports to 10487405|All|UCSDH/Health Physician Group/Faculty Practice/4310100/2493
FG-RT-10487405|Fund Group Org Set Reports to 10487405|All|UCSDH/Health Physician Group/Faculty Practice/4310113/2823
FG-RT-10487405|Fund Group Org Set Reports to 10487405|All|UCSDH/Health Physician Group/Faculty Practice/4310138/2492
FG-RT-10487628|Fund Group Org Set Reports to 10487628|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10490774|Fund Group Org Set Reports to 10490774|All|UCSDH/Health Physician Group/Faculty Practice/4310006/2675
FG-RT-10490774|Fund Group Org Set Reports to 10490774|All|UCSDH/Medical Center/CV - Clinical Administration/4200922/922
FG-RT-10492497|Fund Group Org Set Reports to 10492497|All|UCSDH/Medical Center/CVC - Pulmonology/4200661/661
FG-RT-10493108|Fund Group Org Set Reports to 10493108|All|UCSDH/Health Physician Group/Faculty Practice/4310142/2517
FG-RT-10493108|Fund Group Org Set Reports to 10493108|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200327/327
FG-RT-10493108|Fund Group Org Set Reports to 10493108|All|UCSDH/Medical Center/EJ - Outpatient Clinics/4200696/696
FG-RT-10493108|Fund Group Org Set Reports to 10493108|All|UCSDH/Medical Center/Lab/4200723/723
FG-RT-10494534|Fund Group Org Set Reports to 10494534|All|UCSDH/Health Physician Group/Faculty Practice/4310057/2514
FG-RT-10494534|Fund Group Org Set Reports to 10494534|All|UCSDH/Health Physician Group/Faculty Practice/4310057/2857
FG-RT-10494534|Fund Group Org Set Reports to 10494534|All|UCSDH/Medical Center/Medicine - Procedural/4200160/160
FG-RT-10497825|Fund Group Org Set Reports to 10497825|All|UCSDH/Medical Center/Finance/4200905/905
FG-RT-10499988|Fund Group Org Set Reports to 10499988|All|UCSDH/Medical Center/Nursing/4200621/621
FG-RT-10501345|Fund Group Org Set Reports to 10501345|All|UCSDH/Medical Center/Radiology/4200758/758
FG-RT-10501345|Fund Group Org Set Reports to 10501345|All|UCSDH/Medical Center/Radiology/4200764/764
FG-RT-10501456|Fund Group Org Set Reports to 10501456|All|UCSDH/Health Physician Group/Faculty Practice/4310139/2437
FG-RT-10501818|Fund Group Org Set Reports to 10501818|All|UCSDH/Health Physician Group/Faculty Practice/4310075/2462
FG-RT-10506140|Fund Group Org Set Reports to 10506140|All|UCSDH/Medical Center/Care Management/4200874/874
FG-RT-10509411|Fund Group Org Set Reports to 10509411|All|UCSDH/Medical Center/Lab/4200732/732
FG-RT-10511402|Fund Group Org Set Reports to 10511402|All|UCSDH/Health Physician Group/Faculty Practice/4310188/2886
FG-RT-10520361|Fund Group Org Set Reports to 10520361|All|UCSDH/Medical Center/Experience/4200916/916
FG-RT-10525736|Fund Group Org Set Reports to 10525736|All|UCSDH/Medical Center/BMT/4200379/379
FG-RT-10525736|Fund Group Org Set Reports to 10525736|All|UCSDH/Medical Center/BMT/4200389/389
FG-RT-10527208|Fund Group Org Set Reports to 10527208|All|UCSDH/Health Physician Group/Faculty Practice/4310074/2025
FG-RT-10527208|Fund Group Org Set Reports to 10527208|All|UCSDH/Medical Center/Information Services/4200830/830
FG-RT-10527381|Fund Group Org Set Reports to 10527381|All|UCSDH/Medical Center/Information Services/4200830/830
FG-RT-10529833|Fund Group Org Set Reports to 10529833|All|UCSDH/Health Physician Group/Faculty Practice/4310179/2800
FG-RT-10529833|Fund Group Org Set Reports to 10529833|All|UCSDH/Medical Center/CAO TBD - Operations Support/4200875/875
FG-RT-10529833|Fund Group Org Set Reports to 10529833|All|UCSDH/Medical Center/EJ - Operations Support/4200833/833
FG-RT-10529833|Fund Group Org Set Reports to 10529833|All|UCSDH/Medical Center/EJ - Operations Support/4200876/876
FG-RT-10530405|Fund Group Org Set Reports to 10530405|All|UCSDH/Health Physician Group/Faculty Practice/4310025/2032
FG-RT-10530405|Fund Group Org Set Reports to 10530405|All|UCSDH/Health Physician Group/Faculty Practice/4310109/2144
FG-RT-10530405|Fund Group Org Set Reports to 10530405|All|UCSDH/Health Physician Group/Faculty Practice/4310109/2840
FG-RT-10530405|Fund Group Org Set Reports to 10530405|All|UCSDH/Health Physician Group/Faculty Practice/4310109/2851
FG-RT-10530405|Fund Group Org Set Reports to 10530405|All|UCSDH/Medical Center/Psychiatry/4200221/221
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310049/2688
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310049/2773
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310049/2782
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310049/2813
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310049/2860
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310049/2877
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310050/2511
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310050/2681
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310050/2682
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310050/2802
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310050/2816
FG-RT-10530583|Fund Group Org Set Reports to 10530583|All|UCSDH/Health Physician Group/Community Care/4310050/2874
FG-RT-10530738|Fund Group Org Set Reports to 10530738|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194
FG-RT-10530738|Fund Group Org Set Reports to 10530738|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200656/656
FG-RT-10530738|Fund Group Org Set Reports to 10530738|All|UCSDH/Medical Center/Oncology/4200644/644
FG-RT-10531324|Fund Group Org Set Reports to 10531324|All|UCSDH/Medical Center/Finance/4200901/901
FG-RT-10532052|Fund Group Org Set Reports to 10532052|All|UCSDH/Medical Center/Revenue Cycle/4200372/372
FG-RT-10533042|Fund Group Org Set Reports to 10533042|All|UCSDH/Health Physician Group/Community Care/4310049/2877
FG-RT-10533042|Fund Group Org Set Reports to 10533042|All|UCSDH/Health Physician Group/Community Care/4310050/2511
FG-RT-10536430|Fund Group Org Set Reports to 10536430|All|UCSDH/Health Physician Group/Community Care/4310099/2742
FG-RT-10538946|Fund Group Org Set Reports to 10538946|All|UCSDH/Medical Center/Revenue Cycle/4200962/962
FG-RT-10540258|Fund Group Org Set Reports to 10540258|All|UCSDH/Medical Center/Directors Office/4200991/991
FG-RT-10541766|Fund Group Org Set Reports to 10541766|All|UCSDH/Medical Center/Perioperative/4200148/148
FG-RT-10541766|Fund Group Org Set Reports to 10541766|All|UCSDH/Medical Center/Perioperative/4200151/151
FG-RT-10541766|Fund Group Org Set Reports to 10541766|All|UCSDH/Medical Center/Perioperative/4200164/164
FG-RT-10541770|Fund Group Org Set Reports to 10541770|All|UCSDH/Health Physician Group/CBCD/4310065/2521
FG-RT-10541788|Fund Group Org Set Reports to 10541788|All|UCSDH/Medical Center/Pharmacy/4200729/729
FG-RT-10541788|Fund Group Org Set Reports to 10541788|All|UCSDH/Medical Center/Pharmacy/4200797/797
FG-RT-10545000|Fund Group Org Set Reports to 10545000|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10548249|Fund Group Org Set Reports to 10548249|All|UCSDH/Medical Center/Radiology/4200207/207
FG-RT-10548249|Fund Group Org Set Reports to 10548249|All|UCSDH/Medical Center/Radiology/4200318/318
FG-RT-10548249|Fund Group Org Set Reports to 10548249|All|UCSDH/Medical Center/Radiology/4200756/756
FG-RT-10549234|Fund Group Org Set Reports to 10549234|All|UCSDH/Medical Center/Oncology/4200187/187
FG-RT-10549234|Fund Group Org Set Reports to 10549234|All|UCSDH/Medical Center/Oncology/4200644/644
FG-RT-10551726|Fund Group Org Set Reports to 10551726|All|UCSDH/Medical Center/Radiology/4200645/645
FG-RT-10551726|Fund Group Org Set Reports to 10551726|All|UCSDH/Medical Center/Radiology/4200763/763
FG-RT-10556554|Fund Group Org Set Reports to 10556554|All|UCSDH/Medical Center/Perioperative/4200717/717
FG-RT-10558629|Fund Group Org Set Reports to 10558629|All|UCSDH/Medical Center/Finance/4200901/901
FG-RT-10562085|Fund Group Org Set Reports to 10562085|All|UCSDH/Health Physician Group/Faculty Practice/4310055/2608
FG-RT-10562085|Fund Group Org Set Reports to 10562085|All|UCSDH/Medical Center/Finance/4200904/904
FG-RT-10562085|Fund Group Org Set Reports to 10562085|All|UCSDH/Medical Center/Finance/4200958/958
FG-RT-10562105|Fund Group Org Set Reports to 10562105|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10562517|Fund Group Org Set Reports to 10562517|All|UCSDH/Medical Center/Revenue Cycle/4200825/825
FG-RT-10563258|Fund Group Org Set Reports to 10563258|All|UCSDH/Health Physician Group/Faculty Practice/4310027/2065
FG-RT-10564192|Fund Group Org Set Reports to 10564192|All|UCSDH/Medical Center/BMT/4200158/158
FG-RT-10564192|Fund Group Org Set Reports to 10564192|All|UCSDH/Medical Center/BMT/4200379/379
FG-RT-10564192|Fund Group Org Set Reports to 10564192|All|UCSDH/Medical Center/BMT/4200389/389
FG-RT-10564192|Fund Group Org Set Reports to 10564192|All|UCSDH/Medical Center/Medicine - Nephrology/4200781/781
FG-RT-10564192|Fund Group Org Set Reports to 10564192|All|UCSDH/Medical Center/Medicine - Nephrology/4200790/790
FG-RT-10564192|Fund Group Org Set Reports to 10564192|All|UCSDH/Medical Center/Medicine - Nephrology/4200793/793
FG-RT-10566433|Fund Group Org Set Reports to 10566433|All|UCSDH/Health Science/Human Resources/3000219/0015
FG-RT-10566433|Fund Group Org Set Reports to 10566433|All|UCSDH/Health Science/Human Resources/3000219/099
FG-RT-10568825|Fund Group Org Set Reports to 10568825|All|UCSDH/Medical Center/Medicine - Nephrology/4200781/781
FG-RT-10569530|Fund Group Org Set Reports to 10569530|All|UCSDH/Health Physician Group/Faculty Practice/4310057/2514
FG-RT-10569530|Fund Group Org Set Reports to 10569530|All|UCSDH/Medical Center/CAO TBD - Outpatient Clinics/4200684/684
FG-RT-10569530|Fund Group Org Set Reports to 10569530|All|UCSDH/Medical Center/Medicine - Procedural/4200788/788
FG-RT-10570484|Fund Group Org Set Reports to 10570484|All|UCSDH/PHSO/IS/4441039/2792
FG-RT-10571380|Fund Group Org Set Reports to 10571380|All|UCSDH/Health Physician Group/Faculty Practice/4310025/2444
FG-RT-10571380|Fund Group Org Set Reports to 10571380|All|UCSDH/Health Physician Group/Faculty Practice/4310129/2422
FG-RT-10571380|Fund Group Org Set Reports to 10571380|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194
FG-RT-10571380|Fund Group Org Set Reports to 10571380|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200310/310
FG-RT-10571380|Fund Group Org Set Reports to 10571380|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200656/656
FG-RT-10574073|Fund Group Org Set Reports to 10574073|All|UCSDH/Medical Center/EVS/4200835/835
FG-RT-10578401|Fund Group Org Set Reports to 10578401|All|UCSDH/Health Physician Group/Faculty Practice/4310107/2533
FG-RT-10578401|Fund Group Org Set Reports to 10578401|All|UCSDH/Health Physician Group/Faculty Practice/4310118/2472
FG-RT-10578401|Fund Group Org Set Reports to 10578401|All|UCSDH/Medical Center/Revenue Cycle/4200825/825
FG-RT-10578401|Fund Group Org Set Reports to 10578401|All|UCSDH/Medical Center/Revenue Cycle/4200886/886
FG-RT-10578401|Fund Group Org Set Reports to 10578401|All|UCSDH/Medical Center/Revenue Cycle/4200898/898
FG-RT-10578401|Fund Group Org Set Reports to 10578401|All|UCSDH/Medical Center/Revenue Cycle/4200911/911
FG-RT-10578401|Fund Group Org Set Reports to 10578401|All|UCSDH/Medical Center/Revenue Cycle/4200937/937
FG-RT-10578401|Fund Group Org Set Reports to 10578401|All|UCSDH/Medical Center/Revenue Cycle/4200938/938
FG-RT-10579834|Fund Group Org Set Reports to 10579834|All|UCSDH/Medical Center/Lab/4200723/723
FG-RT-10584557|Fund Group Org Set Reports to 10584557|All|UCSDH/Medical Center/FNS/4200803/803
FG-RT-10584804|Fund Group Org Set Reports to 10584804|All|UCSDH/Medical Center/Perioperative/4200152/152
FG-RT-10584804|Fund Group Org Set Reports to 10584804|All|UCSDH/Medical Center/Perioperative/4200712/712
FG-RT-10588300|Fund Group Org Set Reports to 10588300|All|UCSDH/Medical Center/Information Services/4200854/854
FG-RT-10588300|Fund Group Org Set Reports to 10588300|All|UCSDH/Medical Center/Information Services/4200855/855
FG-RT-10589540|Fund Group Org Set Reports to 10589540|All|UCSDH/Health Physician Group/Community Care/4310186/2861
FG-RT-10589540|Fund Group Org Set Reports to 10589540|All|UCSDH/Health Physician Group/Faculty Practice/4310186/2865
FG-RT-10589540|Fund Group Org Set Reports to 10589540|All|UCSDH/Medical Center/Psychiatry/4200221/221
FG-RT-10590116|Fund Group Org Set Reports to 10590116|All|UCSDH/Medical Center/Care Management/4200346/346
FG-RT-10592258|Fund Group Org Set Reports to 10592258|All|UCSDH/Medical Center/Compliance/4200882/882
FG-RT-10595585|Fund Group Org Set Reports to 10595585|All|UCSDH/Medical Center/Nursing - Women and Infants/4200611/611
FG-RT-10595585|Fund Group Org Set Reports to 10595585|All|UCSDH/Medical Center/Nursing - Women and Infants/4200705/705
FG-RT-10595585|Fund Group Org Set Reports to 10595585|All|UCSDH/Medical Center/Nursing - Women and Infants/4200710/710
FG-RT-10599294|Fund Group Org Set Reports to 10599294|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10599639|Fund Group Org Set Reports to 10599639|All|UCSDH/Medical Center/EVS/4200362/362
FG-RT-10599639|Fund Group Org Set Reports to 10599639|All|UCSDH/Medical Center/EVS/4200484/484
FG-RT-10599639|Fund Group Org Set Reports to 10599639|All|UCSDH/Medical Center/EVS/4200835/835
FG-RT-10605188|Fund Group Org Set Reports to 10605188|All|UCSDH/Medical Center/Revenue Cycle/4200937/937
FG-RT-10607253|Fund Group Org Set Reports to 10607253|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194
FG-RT-10607253|Fund Group Org Set Reports to 10607253|All|UCSDH/Medical Center/MJ - Outpatient Clinics/4200316/316
