Location Type|Parent Path|Location Name|Full Name|Description|Effective Date|Expiration Date|Address|Cost Center|Direct Work Percent|Indirect Work Percent|Timezone|Transferable|External ID
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200315/315|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200315/315|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200315/315|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200315/315|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200315/315|STRL TECH|STRL TECH|Sterile Processing Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200315/315|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200315/315|SW|SW|Social Worker|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200327/327|US TECH|US TECH|Ultrasound Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200605/605|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200605/605|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200605/605|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200654/654|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200654/654|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200654/654|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200654/654|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200660/660|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200670/670|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200670/670|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200670/670|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200671/671|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200671/671|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200671/671|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/EJ - Outpatient Clinics/4200671/671|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Lab/4200734/734|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Lab/4200734/734|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Lab/4200734/734|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Lab/4200737/737|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Lab/4200791/791|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Lab/4200791/791|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200239/239|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200239/239|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200239/239|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200239/239|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200239/239|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200239/239|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200682/682|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200682/682|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200786/786|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200786/786|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200786/786|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Operations Support/4200786/786|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200241/241|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200241/241|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200241/241|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200241/241|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200241/241|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200321/321|CNSLR|CNSLR|Behavioral Health Counselor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200321/321|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200321/321|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200321/321|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200321/321|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/LM - Outpatient Clinics/4200685/685|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Marketing/4200884/884|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Marketing/4200908/908|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Marketing/4200908/908|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Marketing/4200974/974|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Marketing/4200974/974|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Marketing/4200978/978|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Marketing/4200979/979|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Marketing/4200979/979|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Marketing/4200979/979|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|COORD|COORD|Coordinator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|DIET|DIET|Dietitian|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|SW|SW|Social Worker|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200781/781|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200790/790|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200790/790|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200790/790|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200790/790|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200793/793|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200793/793|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200793/793|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Nephrology/4200793/793|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Procedural/4200160/160|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Procedural/4200160/160|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Procedural/4200160/160|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Procedural/4200160/160|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Procedural/4200788/788|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Procedural/4200788/788|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Procedural/4200788/788|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Medicine - Procedural/4200788/788|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194|DIET|DIET|Dietitian|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/MJ - Outpatient Clinics/4200194/194|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200633/633|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200635/635|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200635/635|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200637/637|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200637/637|CCP|CCP|Clinical Care Partner|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200637/637|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200640/640|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200640/640|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200640/640|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200640/640|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200642/642|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200642/642|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200642/642|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200642/642|RN EDU|RN EDU|Nurse Educator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200642/642|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200647/647|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200662/662|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200662/662|CCP|CCP|Clinical Care Partner|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200662/662|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200690/690|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200690/690|RN EDU|RN EDU|Nurse Educator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200690/690|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200692/692|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200692/692|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200692/692|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200692/692|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200692/692|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200693/693|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200842/842|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200842/842|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200842/842|TRNSPT|TRNSPT|Patient Transporter|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200929/929|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200929/929|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200929/929|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200929/929|RN EDU|RN EDU|Nurse Educator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200929/929|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200967/967|CCP|CCP|Clinical Care Partner|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200967/967|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200967/967|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200969/969|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200969/969|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200969/969|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200969/969|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200977/977|RN EDU|RN EDU|Nurse Educator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Nursing/4200977/977|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200185/185|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200186/186|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200186/186|RAD TECH|RAD TECH|Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200186/186|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200186/186|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200187/187|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200187/187|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200187/187|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200187/187|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200187/187|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200187/187|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200187/187|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200187/187|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200187/187|TRNSPT|TRNSPT|Patient Transporter|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200190/190|PHLEB|PHLEB|Phlebotomist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200193/193|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200193/193|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200193/193|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200193/193|RN EDU|RN EDU|Nurse Educator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200193/193|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200193/193|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200195/195|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200198/198|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200198/198|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200198/198|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200198/198|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200198/198|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200198/198|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Oncology/4200198/198|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200275/275|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200275/275|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200275/275|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200276/276|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200276/276|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200284/284|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200284/284|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200284/284|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200286/286|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200286/286|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200286/286|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200313/313|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200313/313|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200649/649|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200649/649|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200649/649|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200657/657|ANM|ANM|Assistant Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200657/657|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200657/657|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200657/657|SURG TECH|SURG TECH|Surgical Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200726/726|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200726/726|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200726/726|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200726/726|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200727/727|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200727/727|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200727/727|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200727/727|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200727/727|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200727/727|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200729/729|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200729/729|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200729/729|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200729/729|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200733/733|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200733/733|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200733/733|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200733/733|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200733/733|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200753/753|DIET|DIET|Dietitian|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200753/753|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200753/753|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200753/753|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200753/753|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200753/753|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200753/753|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200753/753|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200765/765|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200765/765|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200765/765|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200765/765|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200766/766|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200766/766|STDNT|STDNT|Student|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200766/766|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200769/769|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200769/769|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200797/797|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200797/797|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200797/797|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Medical Center/Pharmacy/4200797/797|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
